Session ID,Station ID,Station Location,Charging Start Time,Charging End Time,Charging Duration (mins),Energy Consumed (kWh),Vehicle Type,Battery Level Start (%),Battery Level End (%),Cost of Charging (₹/$),Payment Method,Station Type,Connector Type,User ID,Subscription Plan,Renewable Energy Source Used (%),Charging Station Rating,Charging Status,Comments/Issues
c0fbba36,ST0048,Seattle,32:21.9,50:21.9,18,48.9,Hatchback,44,56,20.06,Credit Card,Level 2 Charger,CCS,USER5658,Pay-as-you-go,79,3,Failed,Charging interrupted
882bbf91,ST0003,Chicago,32:21.9,28:21.9,116,10.53,Bus,59,92,3.11,Credit Card,Level 2 Charger,Type 2,USER2373,Free,9,2.3,In Progress,Charging interrupted
ea81e180,ST0081,Boston,32:21.9,27:21.9,55,40.54,Sedan,54,64,16.53,Wallet,Fast Charger,Tesla Supercharger,USER5225,Pay-as-you-go,44,3.7,Successful,Convenient location
82c8d247,ST0026,Boston,32:21.9,58:21.9,26,39.48,Sedan,43,57,18.24,Wallet,Fast Charger,Tesla Supercharger,USER5623,Monthly,84,1.8,Successful,Charger not working
92ae7d72,ST0031,Los Angeles,32:21.9,19:21.9,107,20.81,SUV,60,92,9.43,Debit Card,DC Fast Charger,CCS,USER7092,Pay-as-you-go,29,5,Successful,Slow charging
2493fbd9,ST0079,San Francisco,32:21.9,31:21.9,119,47.55,SUV,24,61,13.13,Credit Card,Level 2 Charger,CHAdeMO,USER1851,Annual,67,1.2,Failed,Charging interrupted
134e5d4c,ST0060,Houston,32:21.9,32:21.9,60,46.37,Bus,64,78,9.36,Credit Card,Level 2 Charger,Tesla Supercharger,USER9635,Monthly,17,3.1,Failed,Charging interrupted
82070605,ST0026,Los Angeles,32:21.9,21:21.9,109,24.08,Hatchback,31,69,11.09,Credit Card,Slow Charger,CHAdeMO,USER8577,Free,14,2.9,In Progress,Charging interrupted
e424136a,ST0027,San Francisco,32:21.9,28:21.9,116,17.21,SUV,7,27,4.29,Debit Card,Slow Charger,CCS,USER4198,Monthly,43,2.5,Successful,Great experience
64c8935d,ST0072,San Francisco,32:21.9,21:21.9,49,38.26,Motorbike,31,42,8.8,Credit Card,Level 2 Charger,Tesla Supercharger,USER4218,Pay-as-you-go,75,3.9,Failed,Charging interrupted
3a160227,ST0081,Seattle,32:21.9,51:21.9,19,36.49,Hatchback,29,62,12.74,UPI,Slow Charger,Tesla Supercharger,USER4452,Annual,23,4.1,Successful,Expensive
d90ef5eb,ST0054,Houston,32:21.9,30:21.9,118,8.47,Truck,7,19,2.8,Credit Card,DC Fast Charger,CHAdeMO,USER1157,Annual,54,1.4,Successful,Great experience
79cec370,ST0089,Chicago,32:21.9,08:21.9,96,23.14,Bus,67,77,6.74,Wallet,DC Fast Charger,Type 2,USER7780,Free,64,2.1,Successful,Charger not working
a2323924,ST0093,Seattle,32:21.9,10:21.9,38,44.73,SUV,46,72,21.43,UPI,Fast Charger,Tesla Supercharger,USER9085,Pay-as-you-go,67,3.1,Failed,Charging interrupted
a90caea3,ST0041,Chicago,32:21.9,21:21.9,49,35.21,Sedan,44,64,13.38,Debit Card,DC Fast Charger,Type 2,USER1281,Annual,81,4.9,Failed,Charging interrupted
e797b60e,ST0053,Boston,32:21.9,17:21.9,105,38.93,Sedan,71,98,14.27,Cash,Slow Charger,Type 2,USER9783,Pay-as-you-go,53,2.9,Successful,Great experience
ac12eb80,ST0082,Chicago,32:21.9,14:21.9,42,15.25,Sedan,62,97,6.07,UPI,Fast Charger,Tesla Supercharger,USER3327,Free,86,4.5,Failed,Charging interrupted
a4cf43a2,ST0058,Seattle,32:21.9,37:21.9,65,33.84,Truck,49,88,15.04,UPI,DC Fast Charger,Type 2,USER8862,Annual,98,4.3,In Progress,Charging interrupted
3a037856,ST0100,Houston,32:21.9,54:21.9,82,48.81,Hatchback,13,37,20.21,Credit Card,Slow Charger,Type 2,USER2365,Monthly,89,3.1,Successful,
ef661827,ST0029,Seattle,32:21.9,29:21.9,57,40.3,Motorbike,76,100,13.66,Credit Card,Level 2 Charger,CCS,USER9858,Free,13,3.7,Failed,Charging interrupted
55735687,ST0011,Seattle,32:21.9,16:21.9,44,12.54,Hatchback,39,66,3.19,Cash,Fast Charger,Type 2,USER2626,Annual,13,3.6,Failed,Charging interrupted
89476964,ST0039,Seattle,32:21.9,13:21.9,101,17.58,Motorbike,36,72,5.45,UPI,DC Fast Charger,CHAdeMO,USER7585,Pay-as-you-go,41,2.1,In Progress,Charging interrupted
05eeb8ad,ST0073,Miami,32:21.9,35:21.9,63,46.04,SUV,65,95,19.23,Cash,Slow Charger,CHAdeMO,USER2068,Free,30,1,Successful,Expensive
0de3784a,ST0004,Seattle,32:21.9,11:21.9,99,47.77,Motorbike,36,60,19.74,Cash,Fast Charger,Tesla Supercharger,USER1811,Monthly,48,1.9,Failed,Charging interrupted
60c68b5b,ST0031,New York,32:21.9,01:21.9,29,10.95,SUV,58,94,5.1,Wallet,Level 2 Charger,Tesla Supercharger,USER5724,Annual,0,3.7,Successful,Slow charging
eec09032,ST0065,Miami,32:21.9,50:21.9,78,5.43,Bus,10,27,2.37,Credit Card,DC Fast Charger,CHAdeMO,USER3432,Annual,93,2.4,Failed,Charging interrupted
54b53f9f,ST0087,Seattle,32:21.9,14:21.9,42,37.64,Sedan,26,43,8.34,UPI,DC Fast Charger,Tesla Supercharger,USER1474,Monthly,27,2,Successful,Slow charging
c1f49bd8,ST0050,Boston,32:21.9,07:21.9,35,37.25,Bus,33,49,10.86,Wallet,Level 2 Charger,Tesla Supercharger,USER8714,Free,3,1.4,In Progress,Charging interrupted
07439c4b,ST0012,San Francisco,32:21.9,30:21.9,118,32.44,Hatchback,12,27,14.04,Credit Card,DC Fast Charger,Tesla Supercharger,USER8547,Annual,72,1.7,Successful,Charger not working
aaf1efff,ST0083,San Francisco,32:21.9,04:21.9,92,41.72,Bus,51,77,10.53,Wallet,DC Fast Charger,CHAdeMO,USER5059,Pay-as-you-go,46,3.9,Successful,Expensive
f5f27ce6,ST0085,Miami,32:21.9,00:21.9,28,10.29,Sedan,17,46,4.95,Wallet,Slow Charger,Tesla Supercharger,USER1811,Monthly,53,3.1,Failed,Charging interrupted
1a0c75c4,ST0081,Los Angeles,32:21.9,16:21.9,104,15.47,Sedan,66,100,5.79,Cash,DC Fast Charger,Type 2,USER5196,Pay-as-you-go,46,1.6,Successful,Charger not working
d401be0a,ST0019,Seattle,32:21.9,50:21.9,18,10.77,SUV,60,94,3.24,Cash,Level 2 Charger,Tesla Supercharger,USER4830,Monthly,74,2.9,In Progress,Charging interrupted
e258746a,ST0073,Chicago,32:21.9,32:21.9,60,40.66,Motorbike,57,78,8.78,UPI,Level 2 Charger,CCS,USER2491,Monthly,29,3.6,Successful,Great experience
ff3bcd7e,ST0041,Boston,32:21.9,17:21.9,45,48.85,Truck,35,50,11.17,Wallet,Slow Charger,CHAdeMO,USER5315,Pay-as-you-go,3,1.3,In Progress,Charging interrupted
bb4f3515,ST0076,New York,32:21.9,10:21.9,38,41.24,SUV,76,88,15.02,Debit Card,Fast Charger,CHAdeMO,USER3900,Annual,90,3.3,Successful,
0fdcdd08,ST0021,Chicago,32:21.9,09:21.9,97,7.22,Motorbike,72,89,1.95,Wallet,DC Fast Charger,Type 2,USER3960,Monthly,36,4.1,Failed,Charging interrupted
c38b8589,ST0047,Seattle,32:21.9,08:21.9,96,14.6,Sedan,60,77,3.88,Debit Card,Fast Charger,CHAdeMO,USER9994,Monthly,11,2.8,In Progress,Charging interrupted
0c382d16,ST0092,Los Angeles,32:21.9,20:21.9,48,18.34,Bus,65,100,5.44,UPI,Slow Charger,Type 2,USER4055,Monthly,51,1.9,Successful,Slow charging
e303833a,ST0059,Boston,32:21.9,06:21.9,94,30.01,Truck,63,99,9.64,Credit Card,Level 2 Charger,CHAdeMO,USER5095,Pay-as-you-go,72,4.6,Failed,Charging interrupted
c368db6f,ST0038,Seattle,32:21.9,10:21.9,98,30.1,Motorbike,27,57,12.54,Debit Card,Slow Charger,Tesla Supercharger,USER6683,Annual,46,1.3,Successful,Charger not working
a1290b89,ST0067,Miami,32:21.9,04:21.9,92,45.06,SUV,77,100,14.14,Cash,Fast Charger,CHAdeMO,USER2607,Monthly,67,3.9,Failed,Charging interrupted
0c291dc2,ST0039,Chicago,32:21.9,58:21.9,86,41.03,Hatchback,66,96,15.85,Cash,DC Fast Charger,Type 2,USER8102,Monthly,31,2.6,Successful,Charger not working
21849c42,ST0005,New York,32:21.9,47:21.9,15,37.85,Bus,17,28,18.27,Credit Card,Level 2 Charger,CCS,USER9076,Pay-as-you-go,26,3.3,Successful,Slow charging
b93fe0fb,ST0090,San Francisco,32:21.9,48:21.9,16,40.1,Motorbike,22,56,10.02,UPI,DC Fast Charger,Type 2,USER1316,Pay-as-you-go,99,1.6,Successful,Expensive
ed2427d0,ST0047,San Francisco,32:21.9,16:21.9,104,11.84,SUV,23,35,2.85,Cash,Level 2 Charger,CCS,USER2120,Free,96,2.1,Failed,Charging interrupted
94bc52f6,ST0025,Los Angeles,32:21.9,28:21.9,56,34.81,Bus,62,79,10.37,UPI,Slow Charger,Type 2,USER3057,Monthly,97,2.7,Failed,Charging interrupted
d804da1b,ST0029,San Francisco,32:21.9,47:21.9,75,9.25,Truck,77,100,2.43,UPI,Slow Charger,Tesla Supercharger,USER3372,Monthly,17,1,Failed,Charging interrupted
5c69455a,ST0092,Miami,32:21.9,15:21.9,103,22.56,Motorbike,50,78,10.69,UPI,Slow Charger,Tesla Supercharger,USER6307,Pay-as-you-go,51,4.5,Failed,Charging interrupted
5cf44464,ST0030,San Francisco,32:21.9,50:21.9,18,47.66,Hatchback,15,45,10.77,Debit Card,Level 2 Charger,CCS,USER6379,Pay-as-you-go,14,4.8,Failed,Charging interrupted
39ceb8a2,ST0013,Boston,32:21.9,04:21.9,32,45.61,Bus,75,96,13.25,Wallet,Level 2 Charger,Tesla Supercharger,USER1750,Monthly,12,3,Failed,Charging interrupted
b62f56cb,ST0013,Chicago,32:21.9,15:21.9,103,9,Hatchback,60,91,3.37,Debit Card,Slow Charger,Type 2,USER6529,Monthly,86,4.2,In Progress,Charging interrupted
014d1b15,ST0056,Seattle,32:21.9,46:21.9,74,27.09,Bus,57,68,9.36,Credit Card,Slow Charger,CCS,USER4577,Annual,66,3.8,Successful,Convenient location
6131dfe4,ST0086,Boston,32:21.9,55:21.9,23,15.2,Motorbike,43,69,6.28,Credit Card,Fast Charger,Type 2,USER8748,Free,59,2.6,Failed,Charging interrupted
05c689b0,ST0002,Los Angeles,32:21.9,54:21.9,82,36.3,Sedan,46,71,17.79,Cash,Level 2 Charger,Tesla Supercharger,USER3376,Pay-as-you-go,7,3.9,In Progress,Charging interrupted
a973614b,ST0069,Seattle,32:21.9,18:21.9,46,20.1,Truck,31,52,9.29,UPI,DC Fast Charger,CHAdeMO,USER6556,Annual,70,3.3,Failed,Charging interrupted
7f15ff3b,ST0099,Seattle,32:21.9,24:21.9,52,49.86,SUV,58,68,15.28,Cash,Level 2 Charger,CHAdeMO,USER3928,Free,47,4.3,Successful,
96671f6e,ST0078,Houston,32:21.9,45:21.9,73,5.07,SUV,10,28,1.42,Debit Card,DC Fast Charger,Type 2,USER5603,Annual,35,4.8,Successful,Great experience
0daf4a02,ST0028,Boston,32:21.9,20:21.9,48,41.13,SUV,26,59,16.22,Debit Card,Slow Charger,Type 2,USER5564,Annual,70,2.4,In Progress,Charging interrupted
3a0a94e7,ST0010,Chicago,32:21.9,22:21.9,50,17.54,Bus,25,45,4.49,Wallet,Fast Charger,Tesla Supercharger,USER8038,Pay-as-you-go,57,3.2,Failed,Charging interrupted
31b2dd7f,ST0048,Los Angeles,32:21.9,10:21.9,38,47.78,Truck,19,31,23.79,Debit Card,DC Fast Charger,CCS,USER5690,Free,40,4.6,Failed,Charging interrupted
c2f12511,ST0001,Los Angeles,32:21.9,25:21.9,53,25.39,Bus,49,66,6.92,Cash,Fast Charger,CHAdeMO,USER5666,Monthly,33,4.3,In Progress,Charging interrupted
4f9fd7c5,ST0013,San Francisco,32:21.9,22:21.9,110,36.47,Hatchback,21,53,16.72,Debit Card,DC Fast Charger,CHAdeMO,USER3798,Free,41,2.8,Failed,Charging interrupted
4239a297,ST0032,Los Angeles,32:21.9,10:21.9,98,12.88,Motorbike,80,100,5.56,Cash,Slow Charger,CCS,USER4099,Monthly,63,4.2,Failed,Charging interrupted
5c443870,ST0013,Miami,32:21.9,17:21.9,105,48.37,Hatchback,71,100,14.63,Debit Card,Slow Charger,CHAdeMO,USER7798,Pay-as-you-go,80,2.1,Successful,Great experience
59fca2be,ST0045,Chicago,32:21.9,02:21.9,90,16.3,Hatchback,27,55,5.5,Credit Card,Level 2 Charger,Type 2,USER2643,Monthly,17,2,In Progress,Charging interrupted
3c1138a5,ST0090,New York,32:21.9,26:21.9,54,21.71,Sedan,11,37,4.41,Wallet,Fast Charger,Type 2,USER2207,Free,54,3.1,In Progress,Charging interrupted
7d9d3631,ST0095,San Francisco,32:21.9,42:21.9,70,37.77,SUV,31,58,7.68,Cash,Slow Charger,Type 2,USER7039,Annual,73,3.5,Failed,Charging interrupted
af2dcc5b,ST0092,Houston,32:21.9,05:21.9,33,28.85,SUV,61,100,12.07,Wallet,DC Fast Charger,Tesla Supercharger,USER6329,Free,37,3.5,Successful,Slow charging
b2be922b,ST0079,Chicago,32:21.9,12:21.9,40,11.79,Hatchback,43,54,5.73,Wallet,DC Fast Charger,Type 2,USER1493,Pay-as-you-go,59,2.9,In Progress,Charging interrupted
c9af0344,ST0037,Miami,32:21.9,32:21.9,120,34.57,Sedan,18,57,13.38,Debit Card,Slow Charger,CHAdeMO,USER8456,Pay-as-you-go,78,3.5,Successful,
0251c3b1,ST0100,San Francisco,32:21.9,38:21.9,66,24.31,SUV,49,66,8.17,Credit Card,Slow Charger,Tesla Supercharger,USER3368,Pay-as-you-go,96,2.8,In Progress,Charging interrupted
04929dca,ST0067,Los Angeles,32:21.9,47:21.9,15,27.22,Truck,65,84,10.13,Cash,Level 2 Charger,Tesla Supercharger,USER3513,Monthly,69,2.5,In Progress,Charging interrupted
b83cd427,ST0014,Chicago,32:21.9,09:21.9,97,8.35,Sedan,62,77,2.1,Wallet,Fast Charger,CCS,USER6683,Monthly,61,3.6,Successful,Charger not working
7e28174f,ST0039,Miami,32:21.9,09:21.9,37,32.91,SUV,45,61,15.37,Wallet,Slow Charger,CCS,USER8629,Pay-as-you-go,79,3.2,In Progress,Charging interrupted
055e3527,ST0019,Chicago,32:21.9,41:21.9,69,40.61,SUV,44,66,13.67,Wallet,Slow Charger,Tesla Supercharger,USER5684,Free,78,1.9,Successful,Convenient location
10fe8919,ST0081,Miami,32:21.9,10:21.9,38,8.97,Motorbike,80,100,4.41,Credit Card,DC Fast Charger,Type 2,USER6219,Monthly,91,3.5,Successful,Slow charging
9fd2de1a,ST0020,Los Angeles,32:21.9,14:21.9,42,16.61,Bus,28,52,7,UPI,DC Fast Charger,Tesla Supercharger,USER5249,Free,49,4,Successful,Convenient location
a8237d10,ST0004,Seattle,32:21.9,17:21.9,105,21.99,Truck,21,41,4.84,Wallet,Slow Charger,Tesla Supercharger,USER2863,Free,3,2.9,Successful,
20dad7ed,ST0017,Los Angeles,32:21.9,32:21.9,120,24.07,Bus,62,88,11.05,Debit Card,Slow Charger,Type 2,USER6403,Pay-as-you-go,98,2.6,Failed,Charging interrupted
8d394cf1,ST0081,New York,32:21.9,24:21.9,52,6.42,Bus,31,58,1.52,Cash,DC Fast Charger,CCS,USER6318,Monthly,3,1.5,Successful,Great experience
e5e9c9b1,ST0092,Miami,32:21.9,09:21.9,97,13.97,Truck,29,63,2.96,Debit Card,DC Fast Charger,CCS,USER3144,Free,96,2.4,In Progress,Charging interrupted
8e2c1259,ST0026,Los Angeles,32:21.9,36:21.9,64,27.37,Bus,50,71,13.06,Cash,DC Fast Charger,Tesla Supercharger,USER5991,Pay-as-you-go,82,1.2,Successful,Expensive
92d2fb6a,ST0018,Houston,32:21.9,58:21.9,26,14.83,Sedan,15,38,3.09,Debit Card,Slow Charger,CCS,USER5214,Monthly,72,3.7,Failed,Charging interrupted
0df862e2,ST0050,Seattle,32:21.9,10:21.9,38,32.62,Truck,62,89,7.76,Credit Card,Level 2 Charger,Tesla Supercharger,USER2477,Free,64,2.3,Failed,Charging interrupted
02b25f01,ST0015,Los Angeles,32:21.9,27:21.9,55,44.01,SUV,56,68,19.77,Credit Card,Level 2 Charger,CCS,USER4236,Pay-as-you-go,45,2.5,Successful,Slow charging
52a1c0ce,ST0046,Chicago,32:21.9,16:21.9,104,15.12,Hatchback,51,83,6.11,UPI,DC Fast Charger,Tesla Supercharger,USER8889,Pay-as-you-go,12,3.1,In Progress,Charging interrupted
961b0b57,ST0023,Seattle,32:21.9,13:21.9,41,8.97,Hatchback,62,96,3.08,Cash,Level 2 Charger,CHAdeMO,USER7473,Annual,9,4.5,Failed,Charging interrupted
dc5e815d,ST0004,Seattle,32:21.9,12:21.9,100,10.71,Motorbike,53,65,5.2,Wallet,Slow Charger,CCS,USER8873,Annual,45,4,In Progress,Charging interrupted
c20366f4,ST0046,San Francisco,32:21.9,25:21.9,53,18.63,Motorbike,33,70,5.04,Credit Card,DC Fast Charger,CHAdeMO,USER7139,Annual,68,2.5,Failed,Charging interrupted
99342cab,ST0061,Miami,32:21.9,23:21.9,111,35.98,Bus,73,94,8.69,Debit Card,Fast Charger,Tesla Supercharger,USER2908,Pay-as-you-go,46,2.9,Successful,Convenient location
2389f129,ST0083,New York,32:21.9,44:21.9,72,20.43,Sedan,47,59,8.38,Cash,Slow Charger,Tesla Supercharger,USER7440,Pay-as-you-go,60,2.4,Failed,Charging interrupted
60ae78af,ST0003,San Francisco,32:21.9,58:21.9,86,37.85,Sedan,14,40,14.08,UPI,Level 2 Charger,Tesla Supercharger,USER2712,Pay-as-you-go,97,2.2,In Progress,Charging interrupted
60e4ba16,ST0088,Chicago,32:21.9,09:21.9,97,20.72,Motorbike,37,56,9.89,Credit Card,DC Fast Charger,CCS,USER7198,Monthly,83,2.7,Failed,Charging interrupted
ed0f1524,ST0085,Seattle,32:21.9,34:21.9,62,48.05,SUV,41,58,14.17,Credit Card,Level 2 Charger,Tesla Supercharger,USER3258,Free,11,1.3,Failed,Charging interrupted
5c722069,ST0097,Boston,32:21.9,05:21.9,33,33.93,Hatchback,11,40,11.69,Credit Card,Fast Charger,Tesla Supercharger,USER2237,Annual,38,4.4,Failed,Charging interrupted
83a4925a,ST0017,New York,32:21.9,05:21.9,93,9.33,Sedan,64,100,3.58,Cash,DC Fast Charger,CCS,USER2344,Pay-as-you-go,55,3.1,In Progress,Charging interrupted
4b15e2b4,ST0012,Miami,32:21.9,12:21.9,100,39.44,SUV,29,47,18.14,Cash,Level 2 Charger,Tesla Supercharger,USER7508,Free,15,4.3,In Progress,Charging interrupted
bead46c4,ST0086,San Francisco,32:21.9,46:21.9,74,36.34,Hatchback,78,100,15.54,Wallet,Level 2 Charger,Tesla Supercharger,USER6675,Annual,71,1.2,Failed,Charging interrupted
d5c529d0,ST0070,Los Angeles,32:21.9,49:21.9,17,16.33,Truck,9,27,5.43,UPI,Level 2 Charger,Type 2,USER9972,Annual,92,4.5,In Progress,Charging interrupted
b2f9fe53,ST0100,Boston,32:21.9,42:21.9,70,34.14,Sedan,26,49,14,Cash,DC Fast Charger,Tesla Supercharger,USER6339,Annual,32,2.9,In Progress,Charging interrupted
d70522e1,ST0041,Miami,32:21.9,27:21.9,55,12.54,SUV,26,46,4.99,Cash,DC Fast Charger,Type 2,USER9783,Free,36,1.1,Successful,
a3e9d5f8,ST0081,New York,32:21.9,23:21.9,111,42.01,Truck,75,86,9.61,Credit Card,DC Fast Charger,Tesla Supercharger,USER3377,Pay-as-you-go,13,2.8,Failed,Charging interrupted
faf029ed,ST0014,San Francisco,32:21.9,42:21.9,70,42.39,Sedan,23,48,18.6,Wallet,Fast Charger,Tesla Supercharger,USER8652,Pay-as-you-go,91,2.5,Successful,Convenient location
b852fded,ST0019,Boston,32:21.9,21:21.9,109,8.62,Sedan,22,45,3.32,Credit Card,Slow Charger,CCS,USER4797,Monthly,2,2.7,In Progress,Charging interrupted
a52a6be8,ST0037,Chicago,32:21.9,51:21.9,79,19.99,Sedan,61,83,7.11,Cash,Level 2 Charger,CHAdeMO,USER2617,Free,18,4.4,Successful,
db260b36,ST0061,Chicago,32:21.9,25:21.9,53,46.11,Bus,6,23,15.6,Debit Card,Slow Charger,CHAdeMO,USER6878,Pay-as-you-go,53,4.5,Failed,Charging interrupted
7.19E+07,ST0045,Chicago,32:21.9,01:21.9,29,43.67,Sedan,49,86,11.97,Credit Card,Level 2 Charger,CHAdeMO,USER9722,Monthly,90,2.2,Failed,Charging interrupted
189b44c5,ST0041,Miami,32:21.9,03:21.9,31,10.1,Sedan,59,85,3.81,Wallet,Slow Charger,Type 2,USER7346,Annual,27,3.9,Failed,Charging interrupted
1dafc9e1,ST0016,Chicago,32:21.9,57:21.9,25,22.69,Hatchback,66,89,4.82,UPI,DC Fast Charger,CCS,USER5214,Monthly,36,3.4,Failed,Charging interrupted
46d6c434,ST0038,Chicago,32:21.9,09:21.9,97,24.83,Sedan,72,92,9.71,Credit Card,DC Fast Charger,Tesla Supercharger,USER5332,Annual,33,4.7,Successful,Charger not working
3b9c352a,ST0018,Seattle,32:21.9,50:21.9,78,49.16,Sedan,33,46,23.22,UPI,Slow Charger,CCS,USER6714,Free,77,4.1,In Progress,Charging interrupted
6a766cae,ST0008,Chicago,32:21.9,02:21.9,30,46.95,Bus,69,100,16.78,Wallet,Slow Charger,CCS,USER7367,Pay-as-you-go,96,4.1,Failed,Charging interrupted
ad3edfc0,ST0057,Chicago,32:21.9,23:21.9,51,7.94,Sedan,12,25,1.7,Credit Card,Slow Charger,Tesla Supercharger,USER5678,Pay-as-you-go,30,4,Successful,Slow charging
718e73d6,ST0082,Miami,32:21.9,29:21.9,117,19.55,Bus,23,34,4.57,Cash,Slow Charger,Type 2,USER6248,Monthly,82,1.5,Successful,Expensive
c6f569d8,ST0094,Houston,32:21.9,29:21.9,57,20.22,Sedan,8,23,8.63,Debit Card,Fast Charger,CCS,USER1761,Monthly,36,1.6,Failed,Charging interrupted
0dff9f47,ST0060,Houston,32:21.9,26:21.9,54,45.77,Truck,18,43,21.21,UPI,Fast Charger,Tesla Supercharger,USER3557,Monthly,81,3.1,Failed,Charging interrupted
500e61d2,ST0017,San Francisco,32:21.9,47:21.9,75,6.83,Bus,32,61,2.44,Cash,Fast Charger,CHAdeMO,USER5572,Free,10,1.6,In Progress,Charging interrupted
73ef345f,ST0020,San Francisco,32:21.9,12:21.9,100,18.03,SUV,8,40,6.73,Wallet,Slow Charger,Tesla Supercharger,USER9329,Free,91,1.3,In Progress,Charging interrupted
eab9c112,ST0089,Boston,32:21.9,10:21.9,98,13.02,Motorbike,5,35,3.17,Debit Card,DC Fast Charger,Type 2,USER2830,Annual,8,3.9,Failed,Charging interrupted
0465488a,ST0081,Los Angeles,32:21.9,16:21.9,44,5.4,Motorbike,66,86,2.33,Cash,Level 2 Charger,Type 2,USER8395,Pay-as-you-go,32,3.1,Failed,Charging interrupted
8f0870cf,ST0002,Miami,32:21.9,19:21.9,107,45.19,Motorbike,16,39,22.06,UPI,DC Fast Charger,Tesla Supercharger,USER7075,Pay-as-you-go,97,3.5,Successful,Convenient location
5392115e,ST0061,Houston,32:21.9,15:21.9,43,47.59,Truck,72,91,18.22,Wallet,DC Fast Charger,CCS,USER7321,Pay-as-you-go,85,4.7,Successful,Convenient location
1762800d,ST0053,Houston,32:21.9,26:21.9,114,40.21,SUV,78,100,11.74,Credit Card,Level 2 Charger,Tesla Supercharger,USER5238,Annual,35,1.3,Successful,Convenient location
c0e76a5b,ST0093,Seattle,32:21.9,20:21.9,108,44.76,Truck,30,47,16.6,Cash,Fast Charger,Tesla Supercharger,USER8913,Free,33,2.6,Failed,Charging interrupted
0cf16840,ST0092,Los Angeles,32:21.9,07:21.9,35,42.89,SUV,27,65,18.75,Cash,Fast Charger,Type 2,USER1794,Pay-as-you-go,53,1.1,Successful,
e20d00d7,ST0079,Los Angeles,32:21.9,54:21.9,22,34.79,SUV,59,92,11.32,Debit Card,Slow Charger,Tesla Supercharger,USER5607,Annual,78,1.9,In Progress,Charging interrupted
a1326aca,ST0045,Houston,32:21.9,31:21.9,119,7.3,Truck,28,39,3.42,UPI,Slow Charger,Tesla Supercharger,USER2755,Monthly,68,4.3,Failed,Charging interrupted
b3833a0f,ST0063,Boston,32:21.9,02:21.9,30,28.42,Truck,30,55,10.66,UPI,DC Fast Charger,Type 2,USER9593,Annual,90,2.2,Successful,Great experience
6c2996a3,ST0096,Miami,32:21.9,38:21.9,66,49.87,SUV,43,63,19.17,Wallet,DC Fast Charger,CCS,USER5724,Monthly,88,3.6,In Progress,Charging interrupted
8fbfddff,ST0066,Miami,32:21.9,57:21.9,85,47.8,Hatchback,20,58,21.27,Cash,Slow Charger,CCS,USER4665,Annual,87,3.5,Failed,Charging interrupted
758ea593,ST0078,Chicago,32:21.9,41:21.9,69,33.37,SUV,25,56,9.31,Debit Card,Fast Charger,Type 2,USER9598,Monthly,10,3.3,Failed,Charging interrupted
cdafbb02,ST0100,Boston,32:21.9,14:21.9,42,32.92,Hatchback,9,20,6.9,Wallet,DC Fast Charger,CHAdeMO,USER8129,Annual,60,4,In Progress,Charging interrupted
b0bafc9b,ST0038,Seattle,32:21.9,37:21.9,65,23.64,Truck,53,64,8.13,Debit Card,Slow Charger,Tesla Supercharger,USER8877,Annual,20,1.7,In Progress,Charging interrupted
33ded6c4,ST0067,New York,32:21.9,47:21.9,75,5.7,Motorbike,24,43,1.99,Wallet,Slow Charger,Type 2,USER4065,Free,6,2.3,In Progress,Charging interrupted
575e6492,ST0019,Boston,32:21.9,43:21.9,71,48.96,Bus,62,84,10.17,Credit Card,Level 2 Charger,CHAdeMO,USER7130,Pay-as-you-go,69,4.8,Successful,Convenient location
e08eccd8,ST0001,Houston,32:21.9,26:21.9,54,33.18,Hatchback,56,70,13.64,Debit Card,Fast Charger,Type 2,USER4920,Monthly,66,4.2,In Progress,Charging interrupted
fa58170f,ST0071,Houston,32:21.9,01:21.9,29,28.15,Hatchback,52,86,12.77,Wallet,Fast Charger,CCS,USER9070,Free,49,4.6,Failed,Charging interrupted
7b9a2073,ST0067,New York,32:21.9,54:21.9,22,10.9,Truck,30,43,5.1,UPI,Slow Charger,Tesla Supercharger,USER6421,Free,26,1.7,Failed,Charging interrupted
6cfabfb5,ST0035,Boston,32:21.9,24:21.9,52,5.09,Sedan,16,53,1.97,Debit Card,Fast Charger,CHAdeMO,USER6376,Pay-as-you-go,6,3.2,Failed,Charging interrupted
0c9871f7,ST0015,Seattle,32:21.9,53:21.9,81,23.26,SUV,55,88,8.93,UPI,Slow Charger,CCS,USER1811,Pay-as-you-go,44,3.7,Failed,Charging interrupted
1da3698f,ST0024,New York,32:21.9,33:21.9,61,17.56,Bus,24,59,6.09,Wallet,Slow Charger,CHAdeMO,USER9858,Annual,60,1.2,Successful,Great experience
efe226f7,ST0071,San Francisco,32:21.9,57:21.9,85,44.08,Motorbike,32,49,16.99,Debit Card,Fast Charger,Type 2,USER8095,Free,89,4.7,Failed,Charging interrupted
45357cb0,ST0030,Seattle,32:21.9,07:21.9,35,35.35,SUV,66,100,7.74,Credit Card,DC Fast Charger,Tesla Supercharger,USER4295,Monthly,52,4.1,In Progress,Charging interrupted
e17ba19d,ST0098,Seattle,32:21.9,21:21.9,49,14.38,SUV,27,47,4.08,Cash,DC Fast Charger,Type 2,USER5771,Free,50,1.5,Successful,Expensive
